"Species","Tissue","Cell Type","Cancer","Cell Marker","Source","Supported Sources","Details"
"Human","Undefined","Cancer stem cell","Leukemia","CD34, CD38","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Liver Cancer","Aldehyde dehydrogenase 1, CD133, CD24, CD44","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Liver Cancer","CD133, CD44","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Liver Cancer","CD133, CD49f, CD90","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Liver Cancer","USP22","Experiment","1","more details"
"Human","Undefined","Cancer cell","Lung Adenocarcinoma","ALDH1","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Lung Adenocarcinoma","ALDH, CD44v","Experiment","1","more details"
"Human","Undefined","Cancer cell","Lung Cancer","NCAM","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Lung Cancer","ABCG2, CD133","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Lung Cancer","ALDH1","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Lung Cancer","ALDH1A1","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Lung Cancer","CD90","Experiment","1","more details"
"Human","Undefined","Epithelial cell","Lung Cancer","E-cadherin","Experiment","1","more details"
"Human","Undefined","Myoepithelial cell","Malignant Epithelial Neoplasm","Calponin, P63","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Malignant Mesothelioma","CD24, CD26, CD9, SP","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Melanoma","CD20","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Melanoma","EZH2","Experiment","1","more details"
"Human","Undefined","Granulocyte","Melanoma","CD16","Experiment","1","more details"
"Human","Undefined","Macrophage","Melanoma","CD11b, CD14","Experiment","1","more details"
"Human","Undefined","Natural killer cell","Melanoma","CD16","Experiment","1","more details"
"Human","Undefined","Stem cell","Melanoma","CD20, CD271","Experiment","1","more details"
"Human","Undefined","T cell","Melanoma","CD3, CD4, CD8","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Multiple Myeloma","CD138","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Nasopharyngeal Cancer","CD24","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Nasopharyngeal Cancer","CD44","Experiment","1","more details"
"Human","Undefined","Side-population cell","Nasopharyngeal Cancer","CD44","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Neuroblastoma","CD133","Experiment","1","more details"
"Human","Undefined","Neural stem cell","Neuroblastoma","CD200, CD49f","Experiment","1","more details"
"Human","Undefined","Cancer cell","Non-Hodgkin's Lymphoma","HMNA","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Non-Small Cell Lung Cancer","ALDH1, CD133, SOX2","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Non-Small Cell Lung Cancer","ALDH1A1, CD133","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Non-small Cell Lung Cancer","CD133, Nestin","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Non-small Cell Lung Cancer","CD44","Experiment","1","more details"
"Human","Undefined","T cell","Non-small Cell Lung Cancer","CD3","Experiment","1","more details"
"Human","Undefined","B cell","Normal","CD150","Experiment","1","more details"
"Human","Undefined","B cell","Normal","CD20","Experiment","1","more details"
"Human","Undefined","B cell","Normal","FMC7","Experiment","1","more details"
"Human","Undefined","B cell","Normal","MB2","Experiment","1","more details"
"Human","Undefined","B cell","Normal","PAX5","Experiment","1","more details"
"Human","Undefined","Beta cell","Normal","GPR44","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Normal","ABCB1, ALDH1A1","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Normal","ALDH, OCT4","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Normal","ALDH1, CD133, CD44","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Normal","ALDH1A1, CD133, CD44","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Normal","BMI1, CD133, CD34, CD44, OCT4","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Normal","CD133, CD15, CD166, CD24, CD44","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Normal","CD44","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Normal","NANOG, OCT4, SOX2","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Normal","OCT4","Experiment","1","more details"
"Human","Undefined","Cardiac progenitor cell","Normal","CAR, FLK1","Experiment","1","more details"
"Human","Undefined","Cardiac progenitor cell","Normal","SLC8A1","Experiment","1","more details"
"Human","Undefined","Clara cell","Normal","NBT","Experiment","1","more details"
"Human","Undefined","Dendritic cell","Normal","CD11c","Experiment","1","more details"
"Human","Undefined","Dendritic cell","Normal","CD150","Experiment","1","more details"
"Human","Undefined","Dendritic cell","Normal","CD80, CD86, MHC class II","Experiment","1","more details"
"Human","Undefined","Embryonic stem cell","Normal","L1TD1","Experiment","1","more details"
"Human","Undefined","Endocrine cell","Normal","CD200, CD318","Experiment","1","more details"
"Human","Undefined","Endothelial cell","Normal","CD209","Experiment","1","more details"
"Human","Undefined","Endothelial cell","Normal","Endomucin","Experiment","1","more details"
"Human","Undefined","Epithelial cell","Normal","Keratin-13, Keratin-19","Experiment","1","more details"
"Human","Undefined","Fibroblast","Normal","CD105, CD11b, CD19, CD34, CD44, CD45, CD73, CD90, HLA-DR","Experiment","1","more details"
"Human","Undefined","Hematopoietic cell","Normal","CD45","Experiment","1","more details"
"Human","Undefined","Hematopoietic progenitor cell","Normal","CAR, FLK1","Experiment","1","more details"
"Human","Undefined","Hepatocyte","Normal","AFP, ALB, HNF4a","Experiment","1","more details"
"Human","Undefined","Hepatocyte","Normal","Albumin, Cytokeratin-18","Experiment","1","more details"
"Human","Undefined","Hepatocyte","Normal","Albumin, Cytokeratin-8","Experiment","1","more details"
"Human","Undefined","Lymphocyte","Normal","CD197","Experiment","1","more details"
"Human","Undefined","Lymphocyte","Normal","IL-18R, ST2L","Experiment","1","more details"
"Human","Undefined","M1 macrophage","Normal","ROS","Experiment","1","more details"
"Human","Undefined","M2 macrophage","Normal","HLA-DR","Experiment","1","more details"
"Human","Undefined","M2 macrophage","Normal","IL-10","Experiment","1","more details"
"Human","Undefined","Macrophage","Normal","CD68","Experiment","1","more details"
"Human","Undefined","Macrophage","Normal","Macrophage galactose-type C-type lectin","Experiment","1","more details"
"Human","Undefined","Megakaryocyte","Normal","CD41, CD42b","Experiment","1","more details"
"Human","Undefined","Megakaryocyte","Normal","CD41","Experiment","1","more details"
"Human","Undefined","Megakaryocyte","Normal","CD41a, CD42b, OCT4, SOX2","Experiment","1","more details"
"Human","Undefined","Mesenchymal cell","Normal","alpha-SMA","Experiment","1","more details"
"Human","Undefined","Mesenchymal stem cell","Normal","CD105, CD166, CD34, CD44, CD73, CD90","Experiment","1","more details"
"Human","Undefined","Mesenchymal stem cell","Normal","CD105, CD73, CD90","Experiment","1","more details"
"Human","Undefined","Mesenchymal stem cell","Normal","CD29, CD73, CD90, D105","Experiment","1","more details"
"Human","Undefined","Mesenchymal stem cell","Normal","DAZL, DDX4, ITA6, ITB1, PIWIl2, PLZF, POU5F1, STRA8","Experiment","1","more details"
"Human","Undefined","Mesenchymal stem cell","Normal","N-cadherin","Experiment","1","more details"
"Human","Undefined","Mesenchymal stromal cell","Normal","CD105, CD34, CD45, CD73, CD90","Experiment","1","more details"
"Human","Undefined","Mesothelial cell","Normal","LRRN4, UPK3B","Experiment","1","more details"
"Human","Undefined","Myeloid cell","Normal","CD13, CD14, CD15, CD33, MPO","Experiment","1","more details"
"Human","Undefined","Myoepithelial cell","Normal","STRA13","Experiment","1","more details"
"Human","Undefined","Natural killer cell","Normal","Dipeptidyl peptidase 4","Experiment","1","more details"
"Human","Undefined","Neutrophil","Normal","CD16b","Experiment","1","more details"
"Human","Undefined","Oligodendrocyte progenitor cell","Normal","A2B5","Experiment","1","more details"
"Human","Undefined","Pancreatic endoderm cell","Normal","CD142","Experiment","1","more details"
"Human","Undefined","Plasma cell","Normal","CD138","Experiment","1","more details"
"Human","Undefined","Pluripotent stem cell","Normal","CD112, CD31, CD326, CD49f","Experiment","1","more details"
"Human","Undefined","Pluripotent stem cell","Normal","CD9, GCTM-2","Experiment","1","more details"
"Human","Undefined","Pluripotent stem cell","Normal","CDH11, EFNA2, GPC3, PRSS50","Experiment","1","more details"
"Human","Undefined","Pluripotent stem cell","Normal","SSEA-4, TRA-1-81","Experiment","1","more details"
"Human","Undefined","Primordial germ cell","Normal","EpCAM, Integrin alpha-6","Experiment","1","more details"
"Human","Undefined","Progenitor cell","Normal","ESA, PROCR","Experiment","1","more details"
"Human","Undefined","Progenitor cell","Normal","Nucleostemin","Experiment","1","more details"
"Human","Undefined","Regulatory T (Treg) cell","Normal","CD49b, LAG-3","Experiment","1","more details"
"Human","Undefined","Regulatory T (Treg) cell","Normal","CD49b, LAG3","Experiment","1","more details"
"Human","Undefined","Sertoli cell","Normal","anti-Mullerian hormone, Inhibin beta B","Experiment","1","more details"
"Human","Undefined","Sertoli cell","Normal","anti-Mullerian hormone","Experiment","1","more details"
"Human","Undefined","Side-population cell","Normal","CD24, CD44, CD49f","Experiment","1","more details"
"Human","Undefined","Smooth muscle cell","Normal","alpha-smooth muscle actin, Desmin","Experiment","1","more details"
"Human","Undefined","Stem cell","Normal","LGR5","Experiment","1","more details"
"Human","Undefined","T cell","Normal","CD150","Experiment","1","more details"
"Human","Undefined","T cell","Normal","CD2, CD7","Experiment","1","more details"
"Human","Undefined","T cell","Normal","CD3","Experiment","1","more details"
"Human","Undefined","T cell","Normal","Dipeptidyl peptidase 4","Experiment","1","more details"
"Human","Undefined","T cell","Normal","MT1, UCHL","Experiment","1","more details"
"Human","Undefined","T helper17 (Th17) cell","Normal","CD161","Experiment","1","more details"
"Human","Undefined","Thymocyte","Normal","CD150","Experiment","1","more details"
"Human","Undefined","Type I pneumocyte","Normal","AQP5, E-cadherin, ZO-1","Experiment","1","more details"
"Human","Undefined","Type II pneumocyte","Normal","Alkaline phosphatase","Experiment","1","more details"
"Human","Undefined","Unrestricted somatic stem cell","Normal","CD105, CD166, CD34, CD44, CD73, CD90","Experiment","1","more details"
"Human","Undefined","Urothelium cell","Normal","Pancytokeratin, Uroplakin III","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Oral Squamous Cell Carcinoma","ALDH","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Oral Squamous Cell Carcinoma","CD44","Experiment","1","more details"
"Human","Undefined","Mesenchymal stem cell","Oral Squamous Cell Carcinoma","CD117, CD133","Experiment","1","more details"
"Human","Undefined","Stromal cell","Oral Squamous Cell Carcinoma","CD117, CD133","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Osteosarcoma","CD117, STRO-1","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Osteosarcoma","CD271","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Ovarian Cancer","CD117, CD133, CD44","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Ovarian Cancer","CD90","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Ovarian Teratocarcinoma","CD133","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Pancreatic adenocarcinoma","CD24, CD44","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Pancreatic Cancer","ALDH","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Pancreatic Cancer","CD133, CD24, CD44, EpCAM","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Pancreatic Cancer","CD133, CD24, CD44","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Pancreatic Cancer","Doublecortin-like kinase 1","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Pancreatic Ductal Adenocarcinoma","CD133, CD24, CD44, EpCAM","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Pancreatic Ductal Adenocarcinoma","CD44","Experiment","1","more details"
"Human","Undefined","Cancer cell","Pleural Tumor","CD138, MUM1, Vimentin","Experiment","1","more details"
"Human","Undefined","Cancer cell","Primary Central Nervous System Lymphoma","CD20","Experiment","1","more details"
"Human","Undefined","Cancer stem cell","Primary Central Nervous System Lymphoma","CD133, Nestin","Experiment","1","more details"
"Human","Undefined","Endothelial cell","Primary Central Nervous System Lymphoma","FVIII","Experiment","1","more details"
